start_time;duracion;end_time;game_id;teams;yards;qtr;date;time
1739497450.7234;0.0021s;1739497450.7255;2014090400;GB@SEA;1;1;2014-09-04;11:57
1739497450.7234;0.0021s;1739497450.7255;2014090703;WAS@HOU;0;1;2014-09-07;11:45
1739497450.7234;0.0021s;1739497450.7255;2014090704;TEN@KC;1;1;2014-09-07;03:05
1739497450.7234;0.0021s;1739497450.7255;2014090703;WAS@HOU;1;1;2014-09-07;03:11
1739497450.7234;0.0021s;1739497450.7255;2014090701;BAL@CIN;1;1;2014-09-07;04:24
1739497450.7234;0.0021s;1739497450.7255;2014090703;HOU@WAS;1;1;2014-09-07;04:30
1739497450.7234;0.0021s;1739497450.7255;2014090707;PHI@JAC;1;1;2014-09-07;05:13
1739497450.7234;0.0021s;1739497450.7255;2014090703;WAS@HOU;1;1;2014-09-07;06:31
1739497450.7234;0.0021s;1739497450.7255;2014090706;OAK@NYJ;1;1;2014-09-07;06:43
1739497450.7234;0.0021s;1739497450.7255;2014090704;KC@TEN;1;1;2014-09-07;07:19
1739497450.7234;0.0021s;1739497450.7255;2014090703;WAS@HOU;1;1;2014-09-07;10:24
1739497450.7234;0.0021s;1739497450.7255;2014090707;JAC@PHI;1;1;2014-09-07;13:08
1739497450.7234;0.0021s;1739497450.7255;2014090711;CAR@TB;1;1;2014-09-07;13:09
1739497450.7234;0.0021s;1739497450.7255;2014090702;BUF@CHI;1;1;2014-09-07;13:39
1739497450.7234;0.0021s;1739497450.7255;2014090703;HOU@WAS;13;1;2014-09-07;14:22
1739497450.7234;0.0021s;1739497450.7255;2014090704;TEN@KC;1;2;2014-09-07;00:45
1739497450.7234;0.0021s;1739497450.7255;2014090709;MIN@STL;1;2;2014-09-07;01:50
1739497450.7234;0.0021s;1739497450.7255;2014090711;TB@CAR;1;2;2014-09-07;02:03
1739497450.7234;0.0021s;1739497450.7255;2014090703;HOU@WAS;1;2;2014-09-07;07:57
1739497450.7234;0.0021s;1739497450.7255;2014090709;MIN@STL;1;2;2014-09-07;09:05
1739497450.7234;0.0021s;1739497450.7255;2014090707;PHI@JAC;1;2;2014-09-07;13:11
1739497450.7234;0.0021s;1739497450.7255;2014090708;CLE@PIT;1;2;2014-09-07;14:55
1739497450.7234;0.0021s;1739497450.7255;2014090707;JAC@PHI;1;3;2014-09-07;00:17
1739497450.7234;0.0021s;1739497450.7255;2014090709;STL@MIN;1;3;2014-09-07;00:19
1739497450.7234;0.0021s;1739497450.7255;2014090701;CIN@BAL;1;3;2014-09-07;01:01
1739497450.7234;0.0021s;1739497450.7255;2014090711;CAR@TB;1;3;2014-09-07;04:57
1739497450.7234;0.0021s;1739497450.7255;2014090707;PHI@JAC;1;3;2014-09-07;05:45
1739497450.7234;0.0021s;1739497450.7255;2014090705;NE@MIA;1;3;2014-09-07;06:06
1739497450.7234;0.0021s;1739497450.7255;2014090704;TEN@KC;1;3;2014-09-07;06:50
1739497450.7234;0.0021s;1739497450.7255;2014090707;JAC@PHI;1;3;2014-09-07;07:09
1739497450.7234;0.0021s;1739497450.7255;2014090700;NO@ATL;1;3;2014-09-07;07:19
1739497450.7234;0.0021s;1739497450.7255;2014090712;DEN@IND;1;3;2014-09-07;07:41
1739497450.7234;0.0021s;1739497450.7255;2014090707;JAC@PHI;1;3;2014-09-07;09:42
1739497450.7234;0.0021s;1739497450.7255;2014090704;KC@TEN;4;3;2014-09-07;01:33
1739497450.7234;0.0021s;1739497450.7255;2014090711;CAR@TB;1;4;2014-09-07;01:47
1739497450.7234;0.0021s;1739497450.7255;2014090704;TEN@KC;1;4;2014-09-07;02:00
1739497450.7234;0.0021s;1739497450.7255;2014090712;DEN@IND;1;4;2014-09-07;03:10
1739497450.7234;0.0021s;1739497450.7255;2014090712;DEN@IND;1;4;2014-09-07;04:27
1739497450.7234;0.0021s;1739497450.7255;2014090711;CAR@TB;1;4;2014-09-07;04:37
1739497450.7234;0.0021s;1739497450.7255;2014090710;DAL@SF;1;4;2014-09-07;10:06
1739497450.7234;0.0021s;1739497450.7255;2014090705;MIA@NE;1;4;2014-09-07;11:14
1739497450.7234;0.0021s;1739497450.7255;2014090705;NE@MIA;1;4;2014-09-07;12:51
1739497450.7234;0.0021s;1739497450.7255;2014090711;TB@CAR;1;4;2014-09-07;13:24
1739497450.7234;0.0021s;1739497450.7255;2014090702;CHI@BUF;1;4;2014-09-07;13:31
1739497450.7234;0.0021s;1739497450.7255;2014090712;IND@DEN;1;4;2014-09-07;13:36
1739497450.7234;0.0021s;1739497450.7255;2014090709;MIN@STL;1;4;2014-09-07;14:29
1739497450.7234;0.0021s;1739497450.7255;2014090705;NE@MIA;1;4;2014-09-07;15:00
1739497450.7234;0.0021s;1739497450.7255;2014090708;PIT@CLE;25;4;2014-09-07;09:28
1739497450.7234;0.0021s;1739497450.7255;2014090800;NYG@DET;1;1;2014-09-08;10:48
1739497450.7234;0.0021s;1739497450.7255;2014090801;ARI@SD;1;1;2014-09-08;12:31
1739497450.7234;0.0021s;1739497450.7255;2014090800;DET@NYG;1;2;2014-09-08;10:51
1739497450.7234;0.0021s;1739497450.7255;2014090801;ARI@SD;1;3;2014-09-08;03:54
1739497450.7234;0.0021s;1739497450.7255;2014090800;NYG@DET;1;3;2014-09-08;10:03
1739497450.7234;0.0021s;1739497450.7255;2014091100;BAL@PIT;1;2;2014-09-11;01:54
1739497450.7234;0.0021s;1739497450.7255;2014091100;PIT@BAL;1;3;2014-09-11;03:15
1739497450.7234;0.0021s;1739497450.7255;2014091100;BAL@PIT;1;3;2014-09-11;13:36
1739497450.7234;0.0021s;1739497450.7255;2014091100;PIT@BAL;1;4;2014-09-11;09:41
1739497450.7234;0.0021s;1739497450.7255;2014091410;DEN@KC;1;1;2014-09-14;00:14
1739497450.7234;0.0021s;1739497450.7255;2014091401;CAR@DET;1;1;2014-09-14;00:51
1739497450.7234;0.0021s;1739497450.7255;2014091407;JAC@WAS;1;1;2014-09-14;02:59
1739497450.7234;0.0021s;1739497450.7255;2014091410;DEN@KC;1;1;2014-09-14;04:32
1739497450.7234;0.0021s;1739497450.7255;2014091407;JAC@WAS;1;1;2014-09-14;07:04
1739497450.7234;0.0021s;1739497450.7255;2014091403;NO@CLE;1;1;2014-09-14;09:47
1739497450.7234;0.0021s;1739497450.7255;2014091413;CHI@SF;1;1;2014-09-14;10:41
1739497450.7234;0.0021s;1739497450.7255;2014091407;WAS@JAC;1;1;2014-09-14;13:05
1739497450.7234;0.0021s;1739497450.7255;2014091401;DET@CAR;1;2;2014-09-14;00:20
1739497450.7234;0.0021s;1739497450.7255;2014091406;TEN@DAL;1;2;2014-09-14;00:37
1739497450.7234;0.0021s;1739497450.7255;2014091412;HOU@OAK;1;2;2014-09-14;00:39
1739497450.7234;0.0021s;1739497450.7255;2014091402;ATL@CIN;1;2;2014-09-14;01:06
1739497450.7234;0.0021s;1739497450.7255;2014091413;CHI@SF;1;2;2014-09-14;03:37
1739497450.7234;0.0021s;1739497450.7255;2014091403;CLE@NO;1;2;2014-09-14;04:25
1739497450.7234;0.0021s;1739497450.7255;2014091407;JAC@WAS;1;2;2014-09-14;05:33
1739497450.7234;0.0021s;1739497450.7255;2014091409;TB@STL;1;2;2014-09-14;07:04
1739497450.7234;0.0021s;1739497450.7255;2014091400;BUF@MIA;1;2;2014-09-14;07:39
1739497450.7234;0.0021s;1739497450.7255;2014091400;MIA@BUF;1;2;2014-09-14;12:49
1739497450.7234;0.0021s;1739497450.7255;2014091401;DET@CAR;1;3;2014-09-14;05:58
